Width,Height,Roi.X1,Roi.Y1,Roi.X2,Roi.Y2,ClassId,Path
50,46,6,5,45,41,1,Train/1/00001_00023_00028.png
52,48,6,6,46,43,1,Train/1/00001_00023_00029.png
25,28,5,6,20,22,1,Train/1/00001_00024_00000.png
27,28,6,5,22,23,1,Train/1/00001_00024_00001.png
27,29,6,6,22,24,1,Train/1/00001_00024_00002.png
27,29,6,6,22,24,1,Train/1/00001_00024_00003.png
26,28,5,5,21,23,1,Train/1/00001_00024_00004.png
26,29,5,6,21,24,1,Train/1/00001_00024_00005.png
26,28,5,5,21,23,1,Train/1/00001_00024_00006.png
26,27,5,5,21,22,1,Train/1/00001_00024_00007.png
27,27,5,5,22,22,1,Train/1/00001_00024_00008.png
28,27,6,5,23,22,1,Train/1/00001_00024_00009.png
28,28,6,6,23,23,1,Train/1/00001_00024_00010.png
28,28,6,6,23,23,1,Train/1/00001_00024_00011.png
28,26,6,5,23,21,1,Train/1/00001_00024_00012.png
28,26,5,5,22,21,1,Train/1/00001_00024_00013.png
28,28,5,6,23,23,1,Train/1/00001_00024_00014.png
30,29,6,6,24,23,1,Train/1/00001_00024_00015.png
30,29,6,6,25,24,1,Train/1/00001_00024_00016.png
30,28,6,5,25,23,1,Train/1/00001_00024_00017.png
30,28,6,5,25,23,1,Train/1/00001_00024_00018.png
29,29,6,6,24,24,1,Train/1/00001_00024_00019.png
29,29,6,6,24,24,1,Train/1/00001_00024_00020.png
29,28,6,5,24,23,1,Train/1/00001_00024_00021.png
28,29,5,5,23,23,1,Train/1/00001_00024_00022.png
29,29,5,5,24,24,1,Train/1/00001_00024_00023.png
31,31,5,5,25,26,1,Train/1/00001_00024_00024.png
32,32,6,5,27,27,1,Train/1/00001_00024_00025.png
32,34,6,6,27,28,1,Train/1/00001_00024_00026.png
32,34,5,6,27,29,1,Train/1/00001_00024_00027.png
33,34,5,6,27,29,1,Train/1/00001_00024_00028.png
34,35,5,6,28,30,1,Train/1/00001_00024_00029.png
26,25,5,5,21,20,1,Train/1/00001_00025_00000.png
28,26,5,5,22,21,1,Train/1/00001_00025_00001.png
28,28,5,6,23,23,1,Train/1/00001_00025_00002.png
28,28,5,6,23,23,1,Train/1/00001_00025_00003.png
30,28,6,5,24,23,1,Train/1/00001_00025_00004.png
30,30,6,6,25,25,1,Train/1/00001_00025_00005.png
31,30,6,5,26,25,1,Train/1/00001_00025_00006.png
29,29,5,5,24,24,1,Train/1/00001_00025_00007.png
31,30,6,5,26,25,1,Train/1/00001_00025_00008.png
34,32,6,6,29,27,1,Train/1/00001_00025_00009.png
34,31,6,5,28,26,1,Train/1/00001_00025_00010.png
33,31,6,5,28,26,1,Train/1/00001_00025_00011.png
35,32,6,5,29,27,1,Train/1/00001_00025_00012.png
36,35,5,5,31,29,1,Train/1/00001_00025_00013.png
37,35,5,5,31,30,1,Train/1/00001_00025_00014.png
37,35,5,5,31,30,1,Train/1/00001_00025_00015.png
39,38,6,6,34,33,1,Train/1/00001_00025_00016.png
40,40,5,6,35,35,1,Train/1/00001_00025_00017.png
40,39,6,5,35,34,1,Train/1/00001_00025_00018.png
42,41,6,5,37,35,1,Train/1/00001_00025_00019.png
43,44,5,6,38,38,1,Train/1/00001_00025_00020.png
45,45,5,6,39,39,1,Train/1/00001_00025_00021.png
48,46,5,5,42,41,1,Train/1/00001_00025_00022.png
49,49,5,6,43,44,1,Train/1/00001_00025_00023.png
52,51,5,5,46,45,1,Train/1/00001_00025_00024.png
55,54,6,6,50,49,1,Train/1/00001_00025_00025.png
60,58,6,5,55,53,1,Train/1/00001_00025_00026.png
63,60,6,5,58,55,1,Train/1/00001_00025_00027.png
67,63,6,5,61,58,1,Train/1/00001_00025_00028.png
73,72,6,7,67,66,1,Train/1/00001_00025_00029.png
51,52,5,6,46,47,1,Train/1/00001_00026_00000.png
50,52,5,5,44,46,1,Train/1/00001_00026_00001.png
49,52,5,5,44,47,1,Train/1/00001_00026_00002.png
50,53,5,5,45,47,1,Train/1/00001_00026_00003.png
51,53,5,5,46,48,1,Train/1/00001_00026_00004.png
53,55,5,6,48,50,1,Train/1/00001_00026_00005.png
56,57,6,6,50,51,1,Train/1/00001_00026_00006.png
57,59,5,6,51,53,1,Train/1/00001_00026_00007.png
58,59,5,5,53,54,1,Train/1/00001_00026_00008.png
60,62,5,6,55,56,1,Train/1/00001_00026_00009.png
63,63,6,5,58,57,1,Train/1/00001_00026_00010.png
64,64,5,5,59,59,1,Train/1/00001_00026_00011.png
68,66,7,6,62,60,1,Train/1/00001_00026_00012.png
69,68,6,6,63,61,1,Train/1/00001_00026_00013.png
72,68,6,6,65,62,1,Train/1/00001_00026_00014.png
74,71,6,7,67,65,1,Train/1/00001_00026_00015.png
76,73,7,7,69,67,1,Train/1/00001_00026_00016.png
76,75,6,7,70,69,1,Train/1/00001_00026_00017.png
80,77,7,6,72,70,1,Train/1/00001_00026_00018.png
80,81,7,8,73,73,1,Train/1/00001_00026_00019.png
83,82,8,7,76,75,1,Train/1/00001_00026_00020.png
85,84,8,7,78,77,1,Train/1/00001_00026_00021.png
86,88,7,8,79,80,1,Train/1/00001_00026_00022.png
92,93,9,9,84,84,1,Train/1/00001_00026_00023.png
96,95,9,8,88,87,1,Train/1/00001_00026_00024.png
99,100,8,8,91,91,1,Train/1/00001_00026_00025.png
106,106,9,9,96,96,1,Train/1/00001_00026_00026.png
108,108,9,9,99,99,1,Train/1/00001_00026_00027.png
113,112,10,9,104,103,1,Train/1/00001_00026_00028.png
119,118,11,10,109,108,1,Train/1/00001_00026_00029.png
31,31,6,5,26,26,1,Train/1/00001_00027_00000.png
31,32,6,6,26,26,1,Train/1/00001_00027_00001.png
32,31,6,6,26,26,1,Train/1/00001_00027_00002.png
34,32,6,6,29,27,1,Train/1/00001_00027_00003.png
35,32,6,5,29,26,1,Train/1/00001_00027_00004.png
33,34,5,6,28,28,1,Train/1/00001_00027_00005.png
32,34,5,6,27,28,1,Train/1/00001_00027_00006.png
32,32,5,5,27,27,1,Train/1/00001_00027_00007.png
34,34,5,6,28,29,1,Train/1/00001_00027_00008.png
34,35,5,5,29,29,1,Train/1/00001_00027_00009.png
36,36,5,5,31,31,1,Train/1/00001_00027_00010.png
39,40,5,6,33,34,1,Train/1/00001_00027_00011.png
39,39,5,5,34,34,1,Train/1/00001_00027_00012.png
40,41,5,6,34,36,1,Train/1/00001_00027_00013.png
41,44,5,6,36,38,1,Train/1/00001_00027_00014.png
43,44,5,5,37,38,1,Train/1/00001_00027_00015.png
45,45,6,5,40,40,1,Train/1/00001_00027_00016.png
47,47,6,5,41,41,1,Train/1/00001_00027_00017.png
48,48,6,5,43,43,1,Train/1/00001_00027_00018.png
48,51,5,6,43,45,1,Train/1/00001_00027_00019.png
51,51,6,5,46,46,1,Train/1/00001_00027_00020.png
53,55,5,6,48,50,1,Train/1/00001_00027_00021.png
55,56,5,5,50,51,1,Train/1/00001_00027_00022.png
58,59,6,5,53,53,1,Train/1/00001_00027_00023.png
60,63,5,6,55,58,1,Train/1/00001_00027_00024.png
68,70,6,7,61,64,1,Train/1/00001_00027_00025.png
72,74,7,7,66,68,1,Train/1/00001_00027_00026.png
76,81,6,7,70,74,1,Train/1/00001_00027_00027.png
82,88,7,7,75,81,1,Train/1/00001_00027_00028.png
88,95,8,8,81,87,1,Train/1/00001_00027_00029.png
29,33,6,6,24,28,1,Train/1/00001_00028_00000.png
29,32,6,5,23,27,1,Train/1/00001_00028_00001.png
28,32,5,5,23,27,1,Train/1/00001_00028_00002.png
30,35,5,6,25,30,1,Train/1/00001_00028_00003.png
30,36,5,5,25,30,1,Train/1/00001_00028_00004.png
32,36,6,5,27,31,1,Train/1/00001_00028_00005.png
32,37,5,6,26,32,1,Train/1/00001_00028_00006.png
33,37,6,5,27,32,1,Train/1/00001_00028_00007.png
32,37,5,5,27,32,1,Train/1/00001_00028_00008.png
33,38,6,6,27,33,1,Train/1/00001_00028_00009.png
32,39,5,6,26,34,1,Train/1/00001_00028_00010.png
32,40,5,6,27,34,1,Train/1/00001_00028_00011.png
36,42,6,6,31,37,1,Train/1/00001_00028_00012.png
38,44,6,6,33,39,1,Train/1/00001_00028_00013.png
37,45,5,6,32,40,1,Train/1/00001_00028_00014.png
39,46,5,5,34,41,1,Train/1/00001_00028_00015.png
41,48,6,6,36,43,1,Train/1/00001_00028_00016.png
42,50,5,5,37,45,1,Train/1/00001_00028_00017.png
45,53,6,6,40,48,1,Train/1/00001_00028_00018.png
47,56,5,6,41,51,1,Train/1/00001_00028_00019.png
51,59,6,5,46,54,1,Train/1/00001_00028_00020.png
55,63,6,5,49,58,1,Train/1/00001_00028_00021.png
56,69,5,7,51,63,1,Train/1/00001_00028_00022.png
60,72,6,6,55,66,1,Train/1/00001_00028_00023.png
64,80,5,8,59,73,1,Train/1/00001_00028_00024.png
75,89,7,8,68,81,1,Train/1/00001_00028_00025.png
84,99,8,9,76,91,1,Train/1/00001_00028_00026.png
94,111,8,10,85,102,1,Train/1/00001_00028_00027.png
110,131,9,12,101,120,1,Train/1/00001_00028_00028.png
137,157,11,14,125,144,1,Train/1/00001_00028_00029.png
33,34,6,5,28,29,1,Train/1/00001_00029_00000.png
33,36,6,6,28,30,1,Train/1/00001_00029_00001.png
34,36,6,6,29,31,1,Train/1/00001_00029_00002.png
35,36,6,6,29,31,1,Train/1/00001_00029_00003.png
36,38,6,5,31,32,1,Train/1/00001_00029_00004.png
37,39,5,6,31,33,1,Train/1/00001_00029_00005.png
39,38,6,6,33,33,1,Train/1/00001_00029_00006.png
39,38,6,5,33,32,1,Train/1/00001_00029_00007.png
39,40,5,6,33,34,1,Train/1/00001_00029_00008.png
40,41,6,6,35,36,1,Train/1/00001_00029_00009.png
40,41,5,5,35,36,1,Train/1/00001_00029_00010.png
40,42,5,6,35,37,1,Train/1/00001_00029_00011.png
41,43,5,6,35,38,1,Train/1/00001_00029_00012.png
44,44,5,5,38,38,1,Train/1/00001_00029_00013.png
46,47,5,6,40,41,1,Train/1/00001_00029_00014.png
49,49,6,5,44,44,1,Train/1/00001_00029_00015.png
49,52,5,6,44,46,1,Train/1/00001_00029_00016.png
52,52,6,5,47,47,1,Train/1/00001_00029_00017.png
53,55,5,6,47,49,1,Train/1/00001_00029_00018.png
55,56,6,5,50,50,1,Train/1/00001_00029_00019.png
57,57,6,5,52,52,1,Train/1/00001_00029_00020.png
60,61,5,5,55,56,1,Train/1/00001_00029_00021.png
65,69,5,7,59,62,1,Train/1/00001_00029_00022.png
72,75,6,7,66,68,1,Train/1/00001_00029_00023.png
80,81,8,7,73,73,1,Train/1/00001_00029_00024.png
86,87,7,7,79,80,1,Train/1/00001_00029_00025.png
96,98,8,9,87,90,1,Train/1/00001_00029_00026.png
107,109,10,9,98,99,1,Train/1/00001_00029_00027.png
128,131,11,11,116,119,1,Train/1/00001_00029_00028.png
154,155,14,14,140,142,1,Train/1/00001_00029_00029.png
27,34,6,6,22,29,1,Train/1/00001_00030_00000.png
28,34,6,5,23,29,1,Train/1/00001_00030_00001.png
28,36,5,6,23,31,1,Train/1/00001_00030_00002.png
32,37,6,5,26,31,1,Train/1/00001_00030_00003.png
32,38,5,5,27,33,1,Train/1/00001_00030_00004.png
32,39,5,5,27,34,1,Train/1/00001_00030_00005.png
33,41,5,6,28,36,1,Train/1/00001_00030_00006.png
33,41,5,5,28,36,1,Train/1/00001_00030_00007.png
34,42,6,5,29,36,1,Train/1/00001_00030_00008.png
34,44,5,6,28,38,1,Train/1/00001_00030_00009.png
35,45,5,6,29,40,1,Train/1/00001_00030_00010.png
37,47,6,6,32,42,1,Train/1/00001_00030_00011.png
37,49,5,6,31,43,1,Train/1/00001_00030_00012.png
38,48,5,5,32,43,1,Train/1/00001_00030_00013.png
40,51,6,6,35,46,1,Train/1/00001_00030_00014.png
41,53,6,5,36,48,1,Train/1/00001_00030_00015.png
43,57,6,6,38,52,1,Train/1/00001_00030_00016.png
44,58,5,5,39,53,1,Train/1/00001_00030_00017.png
46,59,5,5,40,54,1,Train/1/00001_00030_00018.png
48,60,5,5,43,54,1,Train/1/00001_00030_00019.png
52,63,6,5,47,58,1,Train/1/00001_00030_00020.png
55,71,5,7,49,64,1,Train/1/00001_00030_00021.png
58,73,5,6,52,66,1,Train/1/00001_00030_00022.png
60,75,5,6,55,69,1,Train/1/00001_00030_00023.png
68,83,7,7,62,75,1,Train/1/00001_00030_00024.png
72,91,6,8,66,83,1,Train/1/00001_00030_00025.png
82,98,7,8,74,90,1,Train/1/00001_00030_00026.png
93,108,9,10,85,99,1,Train/1/00001_00030_00027.png
103,117,9,10,94,107,1,Train/1/00001_00030_00028.png
118,134,10,12,107,123,1,Train/1/00001_00030_00029.png
27,29,5,5,22,24,1,Train/1/00001_00031_00000.png
28,30,6,5,23,24,1,Train/1/00001_00031_00001.png
29,31,6,6,24,25,1,Train/1/00001_00031_00002.png
29,29,6,5,24,24,1,Train/1/00001_00031_00003.png
30,31,6,6,24,25,1,Train/1/00001_00031_00004.png
29,30,5,5,24,25,1,Train/1/00001_00031_00005.png
30,32,5,6,25,27,1,Train/1/00001_00031_00006.png
29,33,5,6,24,28,1,Train/1/00001_00031_00007.png
34,35,5,6,29,30,1,Train/1/00001_00031_00008.png
36,36,6,6,31,31,1,Train/1/00001_00031_00009.png
38,38,6,6,32,32,1,Train/1/00001_00031_00010.png
40,39,6,6,34,34,1,Train/1/00001_00031_00011.png
40,39,6,5,35,34,1,Train/1/00001_00031_00012.png
41,40,6,5,36,35,1,Train/1/00001_00031_00013.png
42,42,6,5,37,36,1,Train/1/00001_00031_00014.png
44,43,6,5,39,38,1,Train/1/00001_00031_00015.png
45,46,5,6,39,40,1,Train/1/00001_00031_00016.png
47,46,6,5,42,41,1,Train/1/00001_00031_00017.png
49,48,6,5,44,43,1,Train/1/00001_00031_00018.png
50,50,5,5,45,45,1,Train/1/00001_00031_00019.png
53,53,5,6,47,48,1,Train/1/00001_00031_00020.png
55,55,5,5,50,50,1,Train/1/00001_00031_00021.png
59,58,6,5,54,52,1,Train/1/00001_00031_00022.png
62,61,5,5,57,56,1,Train/1/00001_00031_00023.png
70,68,7,6,64,62,1,Train/1/00001_00031_00024.png
74,73,7,7,68,66,1,Train/1/00001_00031_00025.png
81,79,7,7,74,72,1,Train/1/00001_00031_00026.png
91,88,8,8,83,80,1,Train/1/00001_00031_00027.png
101,99,9,9,93,91,1,Train/1/00001_00031_00028.png
111,106,9,10,102,97,1,Train/1/00001_00031_00029.png
33,32,6,5,28,27,1,Train/1/00001_00032_00000.png
33,32,6,5,28,27,1,Train/1/00001_00032_00001.png
32,33,5,5,27,27,1,Train/1/00001_00032_00002.png
33,34,5,6,27,28,1,Train/1/00001_00032_00003.png
34,34,6,5,29,28,1,Train/1/00001_00032_00004.png
35,34,6,5,30,29,1,Train/1/00001_00032_00005.png
36,36,6,6,31,31,1,Train/1/00001_00032_00006.png
36,37,5,6,31,32,1,Train/1/00001_00032_00007.png
38,38,6,6,32,32,1,Train/1/00001_00032_00008.png
39,38,6,5,33,32,1,Train/1/00001_00032_00009.png
39,40,5,6,33,34,1,Train/1/00001_00032_00010.png
41,41,6,6,35,35,1,Train/1/00001_00032_00011.png
42,42,6,6,37,37,1,Train/1/00001_00032_00012.png
44,43,6,5,38,37,1,Train/1/00001_00032_00013.png
44,46,5,6,39,40,1,Train/1/00001_00032_00014.png
47,47,6,6,42,42,1,Train/1/00001_00032_00015.png
49,48,6,5,43,43,1,Train/1/00001_00032_00016.png
51,50,6,5,45,45,1,Train/1/00001_00032_00017.png
52,53,5,6,47,48,1,Train/1/00001_00032_00018.png
54,56,5,5,49,50,1,Train/1/00001_00032_00019.png
59,59,6,6,53,54,1,Train/1/00001_00032_00020.png
62,64,5,6,56,58,1,Train/1/00001_00032_00021.png
68,69,7,7,62,63,1,Train/1/00001_00032_00022.png
71,73,6,7,65,67,1,Train/1/00001_00032_00023.png
77,80,7,8,71,73,1,Train/1/00001_00032_00024.png
83,85,8,7,76,77,1,Train/1/00001_00032_00025.png
95,96,9,8,87,88,1,Train/1/00001_00032_00026.png
107,108,10,10,97,98,1,Train/1/00001_00032_00027.png
121,120,10,11,110,109,1,Train/1/00001_00032_00028.png
143,135,12,11,131,123,1,Train/1/00001_00032_00029.png
30,30,6,5,25,25,1,Train/1/00001_00033_00000.png
31,31,6,5,26,25,1,Train/1/00001_00033_00001.png
30,30,5,5,25,25,1,Train/1/00001_00033_00002.png
30,30,5,5,25,25,1,Train/1/00001_00033_00003.png
31,30,6,5,26,25,1,Train/1/00001_00033_00004.png
31,33,5,6,26,27,1,Train/1/00001_00033_00005.png
34,33,6,5,28,28,1,Train/1/00001_00033_00006.png
34,33,6,5,28,28,1,Train/1/00001_00033_00007.png
34,35,6,6,29,30,1,Train/1/00001_00033_00008.png
33,34,5,5,28,29,1,Train/1/00001_00033_00009.png
34,36,5,6,29,30,1,Train/1/00001_00033_00010.png
37,36,6,5,32,31,1,Train/1/00001_00033_00011.png
37,36,6,5,32,31,1,Train/1/00001_00033_00012.png
37,37,6,6,32,32,1,Train/1/00001_00033_00013.png
37,37,5,5,32,32,1,Train/1/00001_00033_00014.png
40,40,6,6,35,35,1,Train/1/00001_00033_00015.png
41,41,6,6,36,36,1,Train/1/00001_00033_00016.png
42,42,5,6,36,37,1,Train/1/00001_00033_00017.png
44,43,6,6,38,38,1,Train/1/00001_00033_00018.png
44,44,5,5,39,39,1,Train/1/00001_00033_00019.png
47,46,6,6,41,41,1,Train/1/00001_00033_00020.png
47,48,5,5,42,42,1,Train/1/00001_00033_00021.png
50,49,5,5,45,44,1,Train/1/00001_00033_00022.png
53,52,6,6,48,47,1,Train/1/00001_00033_00023.png
55,53,5,5,50,48,1,Train/1/00001_00033_00024.png
58,56,5,5,53,51,1,Train/1/00001_00033_00025.png
63,60,6,5,57,54,1,Train/1/00001_00033_00026.png
69,65,7,6,63,60,1,Train/1/00001_00033_00027.png
72,69,7,6,66,63,1,Train/1/00001_00033_00028.png
76,76,6,7,69,69,1,Train/1/00001_00033_00029.png
30,29,6,5,25,24,1,Train/1/00001_00034_00000.png
30,31,6,6,25,25,1,Train/1/00001_00034_00001.png
31,30,6,5,26,25,1,Train/1/00001_00034_00002.png
32,32,6,6,27,27,1,Train/1/00001_00034_00003.png
33,31,6,5,27,26,1,Train/1/00001_00034_00004.png
32,32,6,6,27,27,1,Train/1/00001_00034_00005.png
32,33,5,6,27,28,1,Train/1/00001_00034_00006.png
34,33,6,5,28,27,1,Train/1/00001_00034_00007.png
34,33,5,5,28,28,1,Train/1/00001_00034_00008.png
35,34,6,5,30,29,1,Train/1/00001_00034_00009.png
35,35,5,5,30,30,1,Train/1/00001_00034_00010.png
38,37,6,5,33,32,1,Train/1/00001_00034_00011.png
38,39,5,6,33,34,1,Train/1/00001_00034_00012.png
40,40,6,6,35,35,1,Train/1/00001_00034_00013.png
41,41,6,6,36,36,1,Train/1/00001_00034_00014.png
42,41,6,5,37,36,1,Train/1/00001_00034_00015.png
42,44,5,6,37,38,1,Train/1/00001_00034_00016.png
45,44,6,5,40,39,1,Train/1/00001_00034_00017.png
47,46,6,5,42,41,1,Train/1/00001_00034_00018.png
50,48,6,5,44,43,1,Train/1/00001_00034_00019.png
51,52,5,6,46,47,1,Train/1/00001_00034_00020.png
55,54,6,5,50,49,1,Train/1/00001_00034_00021.png
57,58,5,6,52,53,1,Train/1/00001_00034_00022.png
63,63,6,6,58,58,1,Train/1/00001_00034_00023.png
70,71,6,7,64,65,1,Train/1/00001_00034_00024.png
76,75,7,6,70,68,1,Train/1/00001_00034_00025.png
86,87,7,8,79,79,1,Train/1/00001_00034_00026.png
98,98,9,8,90,89,1,Train/1/00001_00034_00027.png
110,113,9,9,100,103,1,Train/1/00001_00034_00028.png
130,135,11,11,119,124,1,Train/1/00001_00034_00029.png
26,26,6,5,21,21,1,Train/1/00001_00035_00000.png
26,27,6,6,21,22,1,Train/1/00001_00035_00001.png
26,26,5,5,21,21,1,Train/1/00001_00035_00002.png
26,28,5,6,21,22,1,Train/1/00001_00035_00003.png
29,28,6,5,23,23,1,Train/1/00001_00035_00004.png
29,30,6,6,24,25,1,Train/1/00001_00035_00005.png
29,29,6,5,24,24,1,Train/1/00001_00035_00006.png
28,30,5,6,23,25,1,Train/1/00001_00035_00007.png
29,30,6,6,24,25,1,Train/1/00001_00035_00008.png
29,30,6,6,24,25,1,Train/1/00001_00035_00009.png
31,32,6,6,25,26,1,Train/1/00001_00035_00010.png
32,31,6,5,27,26,1,Train/1/00001_00035_00011.png
33,35,5,6,28,30,1,Train/1/00001_00035_00012.png
34,34,5,5,29,29,1,Train/1/00001_00035_00013.png
35,35,6,6,30,30,1,Train/1/00001_00035_00014.png
34,36,5,6,29,31,1,Train/1/00001_00035_00015.png
35,36,5,5,30,31,1,Train/1/00001_00035_00016.png
37,38,6,5,32,32,1,Train/1/00001_00035_00017.png
39,39,6,5,34,34,1,Train/1/00001_00035_00018.png
42,42,5,6,37,37,1,Train/1/00001_00035_00019.png
45,44,5,6,39,39,1,Train/1/00001_00035_00020.png
48,47,6,6,43,42,1,Train/1/00001_00035_00021.png
52,50,6,5,46,44,1,Train/1/00001_00035_00022.png
54,55,6,6,49,50,1,Train/1/00001_00035_00023.png
60,58,6,6,54,52,1,Train/1/00001_00035_00024.png
63,59,5,5,57,54,1,Train/1/00001_00035_00025.png
69,64,6,6,63,59,1,Train/1/00001_00035_00026.png
76,73,6,6,70,66,1,Train/1/00001_00035_00027.png
89,85,8,8,82,77,1,Train/1/00001_00035_00028.png
105,98,9,9,96,90,1,Train/1/00001_00035_00029.png
31,30,6,5,26,25,1,Train/1/00001_00036_00000.png
31,31,5,5,26,26,1,Train/1/00001_00036_00001.png
33,34,5,6,28,29,1,Train/1/00001_00036_00002.png
34,33,6,5,29,28,1,Train/1/00001_00036_00003.png
34,35,6,6,29,29,1,Train/1/00001_00036_00004.png
33,35,5,6,28,30,1,Train/1/00001_00036_00005.png
33,34,5,5,28,29,1,Train/1/00001_00036_00006.png
34,36,5,6,29,31,1,Train/1/00001_00036_00007.png
35,37,5,6,30,32,1,Train/1/00001_00036_00008.png
35,36,5,5,30,31,1,Train/1/00001_00036_00009.png
38,38,6,6,33,33,1,Train/1/00001_00036_00010.png
38,37,5,5,32,32,1,Train/1/00001_00036_00011.png
40,38,6,5,35,33,1,Train/1/00001_00036_00012.png
42,40,6,5,37,35,1,Train/1/00001_00036_00013.png
42,42,5,6,37,37,1,Train/1/00001_00036_00014.png
42,41,5,5,37,36,1,Train/1/00001_00036_00015.png
43,42,5,5,38,37,1,Train/1/00001_00036_00016.png
45,45,5,6,40,40,1,Train/1/00001_00036_00017.png
47,48,5,6,42,43,1,Train/1/00001_00036_00018.png
48,47,5,5,43,42,1,Train/1/00001_00036_00019.png
51,50,6,6,46,44,1,Train/1/00001_00036_00020.png
53,51,5,5,47,46,1,Train/1/00001_00036_00021.png
56,54,6,5,51,49,1,Train/1/00001_00036_00022.png
57,56,6,6,52,51,1,Train/1/00001_00036_00023.png
61,59,6,5,56,54,1,Train/1/00001_00036_00024.png
64,62,5,5,59,57,1,Train/1/00001_00036_00025.png
70,69,6,7,64,63,1,Train/1/00001_00036_00026.png
75,72,6,6,68,66,1,Train/1/00001_00036_00027.png
81,81,7,7,74,74,1,Train/1/00001_00036_00028.png
92,88,8,7,84,81,1,Train/1/00001_00036_00029.png
26,25,5,5,21,20,1,Train/1/00001_00037_00000.png
26,26,5,5,21,20,1,Train/1/00001_00037_00001.png
27,26,6,5,22,21,1,Train/1/00001_00037_00002.png
28,27,6,6,23,22,1,Train/1/00001_00037_00003.png
28,26,6,5,23,21,1,Train/1/00001_00037_00004.png
27,27,5,5,22,22,1,Train/1/00001_00037_00005.png
28,28,6,6,23,23,1,Train/1/00001_00037_00006.png
29,28,6,5,24,23,1,Train/1/00001_00037_00007.png
30,31,6,6,25,26,1,Train/1/00001_00037_00008.png
31,32,5,6,25,27,1,Train/1/00001_00037_00009.png
31,31,5,5,26,26,1,Train/1/00001_00037_00010.png
31,32,5,6,26,27,1,Train/1/00001_00037_00011.png
33,34,5,6,27,28,1,Train/1/00001_00037_00012.png
34,34,6,5,29,28,1,Train/1/00001_00037_00013.png
36,36,6,6,31,31,1,Train/1/00001_00037_00014.png
36,36,5,5,31,31,1,Train/1/00001_00037_00015.png
38,37,5,5,32,32,1,Train/1/00001_00037_00016.png
40,40,5,5,35,35,1,Train/1/00001_00037_00017.png
40,41,5,6,35,36,1,Train/1/00001_00037_00018.png
43,43,5,5,37,37,1,Train/1/00001_00037_00019.png
45,47,5,6,40,41,1,Train/1/00001_00037_00020.png
48,48,5,5,43,43,1,Train/1/00001_00037_00021.png
54,53,6,6,48,47,1,Train/1/00001_00037_00022.png
56,55,6,6,51,49,1,Train/1/00001_00037_00023.png
59,57,5,5,53,52,1,Train/1/00001_00037_00024.png
62,61,6,6,57,56,1,Train/1/00001_00037_00025.png
71,71,6,7,65,65,1,Train/1/00001_00037_00026.png
82,82,7,8,74,74,1,Train/1/00001_00037_00027.png
92,88,9,7,84,81,1,Train/1/00001_00037_00028.png
105,104,9,9,96,95,1,Train/1/00001_00037_00029.png
27,28,6,6,22,23,1,Train/1/00001_00038_00000.png
28,28,6,5,23,23,1,Train/1/00001_00038_00001.png
27,28,5,5,22,23,1,Train/1/00001_00038_00002.png
29,30,6,6,24,25,1,Train/1/00001_00038_00003.png
29,30,6,6,24,25,1,Train/1/00001_00038_00004.png
29,31,5,6,24,26,1,Train/1/00001_00038_00005.png
30,31,5,5,25,26,1,Train/1/00001_00038_00006.png
30,31,5,5,25,26,1,Train/1/00001_00038_00007.png
31,33,5,6,26,28,1,Train/1/00001_00038_00008.png
31,33,5,6,26,28,1,Train/1/00001_00038_00009.png
31,33,5,6,26,28,1,Train/1/00001_00038_00010.png
32,34,5,6,27,29,1,Train/1/00001_00038_00011.png
33,34,5,5,28,29,1,Train/1/00001_00038_00012.png
33,34,5,5,28,29,1,Train/1/00001_00038_00013.png
33,34,5,5,28,29,1,Train/1/00001_00038_00014.png
36,36,6,5,31,31,1,Train/1/00001_00038_00015.png
37,37,6,5,32,32,1,Train/1/00001_00038_00016.png
37,37,6,5,32,32,1,Train/1/00001_00038_00017.png
38,39,5,5,33,34,1,Train/1/00001_00038_00018.png
38,40,5,6,33,35,1,Train/1/00001_00038_00019.png
39,41,5,6,34,36,1,Train/1/00001_00038_00020.png
40,43,5,6,35,38,1,Train/1/00001_00038_00021.png
41,42,6,5,36,37,1,Train/1/00001_00038_00022.png
42,44,6,6,37,39,1,Train/1/00001_00038_00023.png
43,46,5,6,38,41,1,Train/1/00001_00038_00024.png
46,48,6,6,41,43,1,Train/1/00001_00038_00025.png
49,51,6,6,44,46,1,Train/1/00001_00038_00026.png
51,54,5,6,46,49,1,Train/1/00001_00038_00027.png
54,56,5,5,49,51,1,Train/1/00001_00038_00028.png
58,60,5,5,53,55,1,Train/1/00001_00038_00029.png
34,34,5,6,29,29,1,Train/1/00001_00039_00000.png
36,36,6,6,31,31,1,Train/1/00001_00039_00001.png
37,35,6,5,32,30,1,Train/1/00001_00039_00002.png
36,35,5,5,31,30,1,Train/1/00001_00039_00003.png
36,38,5,6,31,33,1,Train/1/00001_00039_00004.png
36,38,5,6,31,33,1,Train/1/00001_00039_00005.png
38,38,6,6,33,33,1,Train/1/00001_00039_00006.png
39,38,5,5,34,33,1,Train/1/00001_00039_00007.png
39,42,5,6,34,37,1,Train/1/00001_00039_00008.png
40,43,5,6,35,38,1,Train/1/00001_00039_00009.png
40,42,5,5,35,37,1,Train/1/00001_00039_00010.png
45,48,5,6,40,43,1,Train/1/00001_00039_00011.png
45,48,5,6,40,43,1,Train/1/00001_00039_00012.png
